,,,players_used,Age,Poss,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,url
INT-World Cup,1994,Spain,20,26.1,,5,55,450,5.0,10,,,8,2,,13,1,,,,,,,2.0,,,1.6,,,,,,,/en/squads/b561dd30/1994/Spain-Men-Stats
INT-World Cup,1994,Sweden,18,26.2,,7,77,660,7.3,15,,,14,1,,14,3,,,,,,,2.05,,,1.91,,,,,,,/en/squads/296f69e7/1994/Sweden-Men-Stats
INT-World Cup,1994,Switzerland,17,27.7,,4,44,360,4.0,5,,,5,0,,8,0,,,,,,,1.25,,,1.25,,,,,,,/en/squads/81021a70/1994/Switzerland-Men-Stats
INT-World Cup,1994,United States,15,27.6,,4,44,360,4.0,2,,,2,0,,9,2,,,,,,,0.5,,,0.5,,,,,,,/en/squads/0f66725b/1994/United-States-Men-Stats
INT-World Cup,1998,Argentina,18,28.0,,5,55,480,5.3,10,7,17,8,2,2,12,1,,,,,,,1.87,1.31,3.19,1.5,2.81,,,,,,/en/squads/f9fddd6e/1998/Argentina-Men-Stats
INT-World Cup,1998,Austria,16,30.1,,3,33,270,3.0,3,2,5,2,1,1,6,0,,,,,,,1.0,0.67,1.67,0.67,1.33,,,,,,/en/squads/d5121f10/1998/Austria-Men-Stats
INT-World Cup,1998,Belgium,20,30.3,,3,33,270,3.0,3,1,4,3,0,0,4,1,,,,,,,1.0,0.33,1.33,1.0,1.33,,,,,,/en/squads/361422b9/1998/Belgium-Men-Stats
INT-World Cup,1998,Brazil,19,28.5,,7,77,660,7.3,13,12,25,12,1,1,12,0,,,,,,,1.77,1.64,3.41,1.64,3.27,,,,,,/en/squads/304635c3/1998/Brazil-Men-Stats
INT-World Cup,1998,Bulgaria,16,28.7,,3,33,270,3.0,1,1,2,1,0,0,8,1,,,,,,,0.33,0.33,0.67,0.33,0.67,,,,,,/en/squads/06d209d4/1998/Bulgaria-Men-Stats
INT-World Cup,1998,Cameroon,18,24.1,,3,33,270,3.0,2,1,3,2,0,0,6,3,,,,,,,0.67,0.33,1.0,0.67,1.0,,,,,,/en/squads/896550da/1998/Cameroon-Men-Stats
INT-World Cup,1998,Chile,18,26.8,,4,44,360,4.0,5,2,7,5,0,0,13,0,,,,,,,1.25,0.5,1.75,1.25,1.75,,,,,,/en/squads/7fd9c2a2/1998/Chile-Men-Stats
INT-World Cup,1998,Colombia,17,29.0,,3,33,270,3.0,1,1,2,1,0,0,5,0,,,,,,,0.33,0.33,0.67,0.33,0.67,,,,,,/en/squads/ab73cfe5/1998/Colombia-Men-Stats
INT-World Cup,1998,Croatia,16,29.1,,7,77,630,7.0,11,9,20,10,1,1,19,0,,,,,,,1.57,1.29,2.86,1.43,2.71,,,,,,/en/squads/7b08e376/1998/Croatia-Men-Stats
INT-World Cup,1998,Denmark,18,29.1,,5,55,450,5.0,9,6,15,8,1,1,12,2,,,,,,,1.8,1.2,3.0,1.6,2.8,,,,,,/en/squads/29a4e4af/1998/Denmark-Men-Stats
INT-World Cup,1998,England,17,27.2,,4,44,390,4.3,7,3,10,6,1,1,5,1,,,,,,,1.62,0.69,2.31,1.38,2.08,,,,,,/en/squads/1862c019/1998/England-Men-Stats
INT-World Cup,1998,France,20,27.1,,7,77,690,7.7,14,8,22,13,1,1,13,1,,,,,,,1.83,1.04,2.87,1.7,2.74,,,,,,/en/squads/b1b36dcd/1998/France-Men-Stats
INT-World Cup,1998,Germany,19,30.3,,5,55,450,5.0,7,5,12,7,0,0,12,0,,,,,,,1.4,1.0,2.4,1.4,2.4,,,,,,/en/squads/c1e40422/1998/Germany-Men-Stats
INT-World Cup,1998,IR Iran,16,26.9,,3,33,270,3.0,2,2,4,2,0,0,3,0,,,,,,,0.67,0.67,1.33,0.67,1.33,,,,,,/en/squads/6a08f71e/1998/IR-Iran-Men-Stats
INT-World Cup,1998,Italy,18,28.0,,5,55,480,5.3,8,6,14,7,1,1,11,0,,,,,,,1.5,1.13,2.62,1.31,2.44,,,,,,/en/squads/998c5958/1998/Italy-Men-Stats
INT-World Cup,1998,Jamaica,18,25.6,,3,33,270,3.0,3,2,5,3,0,0,6,1,,,,,,,1.0,0.67,1.67,1.0,1.67,,,,,,/en/squads/189bdbbd/1998/Jamaica-Men-Stats
INT-World Cup,1998,Japan,17,26.0,,3,33,270,3.0,1,1,2,1,0,0,7,0,,,,,,,0.33,0.33,0.67,0.33,0.67,,,,,,/en/squads/ffcf1690/1998/Japan-Men-Stats
INT-World Cup,1998,Korea Republic,19,26.4,,3,33,270,3.0,2,1,3,2,0,0,7,1,,,,,,,0.67,0.33,1.0,0.67,1.0,,,,,,/en/squads/473f0fbf/1998/Korea-Republic-Men-Stats
INT-World Cup,1998,Mexico,18,27.0,,4,44,360,4.0,8,5,13,7,1,1,10,2,,,,,,,2.0,1.25,3.25,1.75,3.0,,,,,,/en/squads/b009a548/1998/Mexico-Men-Stats
INT-World Cup,1998,Morocco,17,26.4,,3,33,270,3.0,5,5,10,5,0,0,4,0,,,,,,,1.67,1.67,3.33,1.67,3.33,,,,,,/en/squads/af41ccda/1998/Morocco-Men-Stats
INT-World Cup,1998,Netherlands,18,26.7,,7,77,660,7.3,13,12,25,13,0,0,11,2,,,,,,,1.77,1.64,3.41,1.77,3.41,,,,,,/en/squads/5bb5024a/1998/Netherlands-Men-Stats
INT-World Cup,1998,Nigeria,20,26.1,,4,44,360,4.0,5,3,8,5,0,0,8,0,,,,,,,1.25,0.75,2.0,1.25,2.0,,,,,,/en/squads/10abc743/1998/Nigeria-Men-Stats
INT-World Cup,1998,Norway,18,28.2,,4,44,360,4.0,4,2,6,3,1,1,7,0,,,,,,,1.0,0.5,1.5,0.75,1.25,,,,,,/en/squads/599eba19/1998/Norway-Men-Stats
INT-World Cup,1998,Paraguay,17,26.3,,4,44,390,4.3,3,3,6,3,0,0,8,0,,,,,,,0.69,0.69,1.38,0.69,1.38,,,,,,/en/squads/d2043442/1998/Paraguay-Men-Stats
INT-World Cup,1998,Romania,19,27.8,,4,44,360,4.0,4,2,6,4,0,0,10,0,,,,,,,1.0,0.5,1.5,1.0,1.5,,,,,,/en/squads/7def9493/1998/Romania-Men-Stats
INT-World Cup,1998,Saudi Arabia,18,25.2,,3,33,270,3.0,2,0,2,0,2,2,4,1,,,,,,,0.67,0.0,0.67,0.0,0.0,,,,,,/en/squads/6e84edac/1998/Saudi-Arabia-Men-Stats
INT-World Cup,1998,Scotland,16,30.6,,3,33,270,3.0,2,1,3,1,1,1,4,1,,,,,,,0.67,0.33,1.0,0.33,0.67,,,,,,/en/squads/602d3994/1998/Scotland-Men-Stats
INT-World Cup,1998,South Africa,17,26.0,,3,33,270,3.0,3,2,5,2,1,1,7,1,,,,,,,1.0,0.67,1.67,0.67,1.33,,,,,,/en/squads/506f1741/1998/South-Africa-Men-Stats
INT-World Cup,1998,Spain,19,27.6,,3,33,270,3.0,7,5,12,6,1,1,7,0,,,,,,,2.33,1.67,4.0,2.0,3.67,,,,,,/en/squads/b561dd30/1998/Spain-Men-Stats
INT-World Cup,1998,Tunisia,18,26.4,,3,33,270,3.0,1,0,1,0,1,1,8,0,,,,,,,0.33,0.0,0.33,0.0,0.0,,,,,,/en/squads/a7c7562a/1998/Tunisia-Men-Stats
INT-World Cup,1998,United States,19,28.0,,3,33,270,3.0,1,1,2,1,0,0,4,0,,,,,,,0.33,0.33,0.67,0.33,0.67,,,,,,/en/squads/0f66725b/1998/United-States-Men-Stats
INT-World Cup,1998,Yugoslavia,19,27.8,,4,44,360,4.0,5,0,5,5,0,0,7,0,,,,,,,1.25,0.0,1.25,1.25,1.25,,,,,,/en/squads/1d6f5c9b/1998/FR-Yugoslavia-Men-Stats
INT-World Cup,2002,Argentina,16,27.7,,3,33,270,3.0,2,,,2,0,0,6,0,,,,,,,0.67,,,0.67,,,,,,,/en/squads/f9fddd6e/2002/Argentina-Men-Stats
INT-World Cup,2002,Belgium,18,29.3,,4,45,360,4.0,6,,,6,0,0,6,0,,,,,,,1.5,,,1.5,,,,,,,/en/squads/361422b9/2002/Belgium-Men-Stats
INT-World Cup,2002,Brazil,21,26.7,,7,77,630,7.0,18,,,16,2,2,7,0,,,,,,,2.57,,,2.29,,,,,,,/en/squads/304635c3/2002/Brazil-Men-Stats
INT-World Cup,2002,Cameroon,16,25.4,,3,33,270,3.0,2,,,2,0,0,10,1,,,,,,,0.67,,,0.67,,,,,,,/en/squads/896550da/2002/Cameroon-Men-Stats
INT-World Cup,2002,China PR,19,26.3,,3,33,270,3.0,0,,,0,0,0,5,1,,,,,,,0.0,,,0.0,,,,,,,/en/squads/77e8077f/2002/China-PR-Men-Stats
INT-World Cup,2002,Costa Rica,15,27.8,,3,33,270,3.0,5,,,5,0,0,6,0,,,,,,,1.67,,,1.67,,,,,,,/en/squads/1ea5ab66/2002/Costa-Rica-Men-Stats
INT-World Cup,2002,Croatia,18,28.2,,3,33,270,3.0,2,,,2,0,0,3,1,,,,,,,0.67,,,0.67,,,,,,,/en/squads/7b08e376/2002/Croatia-Men-Stats
INT-World Cup,2002,Denmark,18,27.4,,4,44,360,4.0,5,,,4,1,1,9,0,,,,,,,1.25,,,1.0,,,,,,,/en/squads/29a4e4af/2002/Denmark-Men-Stats
INT-World Cup,2002,Ecuador,15,27.7,,3,33,270,3.0,2,,,2,0,0,9,0,,,,,,,0.67,,,0.67,,,,,,,/en/squads/123acaf8/2002/Ecuador-Men-Stats
INT-World Cup,2002,England,19,26.6,,5,55,450,5.0,6,,,5,1,1,6,0,,,,,,,1.2,,,1.0,,,,,,,/en/squads/1862c019/2002/England-Men-Stats
INT-World Cup,2002,France,17,29.2,,3,33,270,3.0,0,,,0,0,0,3,1,,,,,,,0.0,,,0.0,,,,,,,/en/squads/b1b36dcd/2002/France-Men-Stats
INT-World Cup,2002,Germany,19,27.7,,7,77,630,7.0,14,,,14,0,0,18,1,,,,,,,2.0,,,2.0,,,,,,,/en/squads/c1e40422/2002/Germany-Men-Stats
INT-World Cup,2002,Italy,20,27.5,,4,44,390,4.3,5,,,5,0,0,12,1,,,,,,,1.15,,,1.15,,,,,,,/en/squads/998c5958/2002/Italy-Men-Stats
INT-World Cup,2002,Japan,20,24.4,,4,44,360,4.0,5,,,5,0,0,6,0,,,,,,,1.25,,,1.25,,,,,,,/en/squads/ffcf1690/2002/Japan-Men-Stats
INT-World Cup,2002,Korea Republic,18,26.7,,7,78,690,7.7,8,,,8,0,0,14,0,,,,,,,1.04,,,1.04,,,,,,,/en/squads/473f0fbf/2002/Korea-Republic-Men-Stats
INT-World Cup,2002,Mexico,17,27.5,,4,44,360,4.0,4,,,3,1,1,8,0,,,,,,,1.0,,,0.75,,,,,,,/en/squads/b009a548/2002/Mexico-Men-Stats
INT-World Cup,2002,Nigeria,19,23.8,,3,33,270,3.0,1,,,1,0,0,2,0,,,,,,,0.33,,,0.33,,,,,,,/en/squads/10abc743/2002/Nigeria-Men-Stats
INT-World Cup,2002,Paraguay,19,28.9,,4,44,360,4.0,5,,,5,0,0,11,2,,,,,,,1.25,,,1.25,,,,,,,/en/squads/d2043442/2002/Paraguay-Men-Stats
INT-World Cup,2002,Poland,22,27.8,,3,33,270,3.0,3,,,3,0,0,9,0,,,,,,,1.0,,,1.0,,,,,,,/en/squads/8912dcf0/2002/Poland-Men-Stats
INT-World Cup,2002,Portugal,17,29.2,,3,33,270,3.0,5,,,5,0,0,8,2,,,,,,,1.67,,,1.67,,,,,,,/en/squads/4a1b4ea8/2002/Portugal-Men-Stats
INT-World Cup,2002,Rep. of Ireland,17,26.8,,4,44,390,4.3,6,,,5,1,1,4,0,,,,,,,1.38,,,1.15,,,,,,,/en/squads/62e09cb6/2002/Republic-of-Ireland-Men-Stats
INT-World Cup,2002,Russia,17,27.5,,3,33,270,3.0,4,,,3,1,1,9,0,,,,,,,1.33,,,1.0,,,,,,,/en/squads/21ced9fe/2002/Russia-Men-Stats
INT-World Cup,2002,Saudi Arabia,18,26.8,,3,33,270,3.0,0,,,0,0,0,3,0,,,,,,,0.0,,,0.0,,,,,,,/en/squads/6e84edac/2002/Saudi-Arabia-Men-Stats
INT-World Cup,2002,Senegal,18,25.2,,5,55,510,5.7,7,,,7,0,0,15,1,,,,,,,1.24,,,1.24,,,,,,,/en/squads/9ab5c684/2002/Senegal-Men-Stats
INT-World Cup,2002,Slovenia,20,29.7,,3,33,270,3.0,2,,,2,0,0,10,1,,,,,,,0.67,,,0.67,,,,,,,/en/squads/6b9f868f/2002/Slovenia-Men-Stats
INT-World Cup,2002,South Africa,17,26.7,,3,33,270,3.0,5,,,4,1,1,10,0,,,,,,,1.67,,,1.33,,,,,,,/en/squads/506f1741/2002/South-Africa-Men-Stats
INT-World Cup,2002,Spain,21,26.9,,5,55,510,5.7,10,,,8,2,2,7,0,,,,,,,1.76,,,1.41,,,,,,,/en/squads/b561dd30/2002/Spain-Men-Stats
INT-World Cup,2002,Sweden,15,28.0,,4,44,390,4.3,5,,,4,1,1,6,0,,,,,,,1.15,,,0.92,,,,,,,/en/squads/296f69e7/2002/Sweden-Men-Stats
INT-World Cup,2002,Tunisia,17,27.4,,3,33,270,3.0,1,,,1,0,0,8,0,,,,,,,0.33,,,0.33,,,,,,,/en/squads/a7c7562a/2002/Tunisia-Men-Stats
INT-World Cup,2002,Türkiye,21,27.7,,7,77,660,7.3,10,,,10,0,0,20,2,,,,,,,1.36,,,1.36,,,,,,,/en/squads/ac6bcf92/2002/Turkiye-Men-Stats
INT-World Cup,2002,United States,19,27.6,,5,55,450,5.0,6,,,6,0,0,14,0,,,,,,,1.2,,,1.2,,,,,,,/en/squads/0f66725b/2002/United-States-Men-Stats
INT-World Cup,2002,Uruguay,18,25.7,,3,33,270,3.0,4,,,3,1,1,10,0,,,,,,,1.33,,,1.0,,,,,,,/en/squads/870e020f/2002/Uruguay-Men-Stats
INT-World Cup,2006,Angola,17,26.8,,3,33,270,3.0,1,,,1,0,0,11,1,,,,,,,0.33,,,0.33,,,,,,,/en/squads/ca8ead5b/2006/Angola-Men-Stats
INT-World Cup,2006,Argentina,22,27.1,,5,55,510,5.7,10,,,10,0,0,12,0,,,,,,,1.76,,,1.76,,,,,,,/en/squads/f9fddd6e/2006/Argentina-Men-Stats
INT-World Cup,2006,Australia,17,28.1,,4,44,360,4.0,5,,,4,1,1,11,1,,,,,,,1.25,,,1.0,,,,,,,/en/squads/b90bf4f9/2006/Australia-Men-Stats
INT-World Cup,2006,Brazil,19,28.9,,5,55,450,5.0,10,,,10,0,0,11,0,,,,,,,2.0,,,2.0,,,,,,,/en/squads/304635c3/2006/Brazil-Men-Stats
INT-World Cup,2006,Costa Rica,19,29.0,,3,33,270,3.0,3,,,3,0,0,8,0,,,,,,,1.0,,,1.0,,,,,,,/en/squads/1ea5ab66/2006/Costa-Rica-Men-Stats
INT-World Cup,2006,Croatia,16,27.7,,3,33,270,3.0,2,,,2,0,0,12,2,,,,,,,0.67,,,0.67,,,,,,,/en/squads/7b08e376/2006/Croatia-Men-Stats
INT-World Cup,2006,Czechia,19,27.8,,3,33,270,3.0,3,,,3,0,0,7,2,,,,,,,1.0,,,1.0,,,,,,,/en/squads/2740937c/2006/Czechia-Men-Stats
INT-World Cup,2006,Côte d'Ivoire,19,25.4,,3,33,270,3.0,5,,,3,2,2,9,1,,,,,,,1.67,,,1.0,,,,,,,/en/squads/24772b12/2006/Cote-dIvoire-Men-Stats
INT-World Cup,2006,Ecuador,19,27.6,,4,44,360,4.0,5,,,5,0,0,9,0,,,,,,,1.25,,,1.25,,,,,,,/en/squads/123acaf8/2006/Ecuador-Men-Stats
INT-World Cup,2006,England,18,26.0,,5,55,480,5.3,5,,,5,0,0,9,1,,,,,,,0.94,,,0.94,,,,,,,/en/squads/1862c019/2006/England-Men-Stats
INT-World Cup,2006,France,18,29.7,,7,77,660,7.3,9,,,7,2,2,16,0,,,,,,,1.23,,,0.95,,,,,,,/en/squads/b1b36dcd/2006/France-Men-Stats
INT-World Cup,2006,Germany,22,26.5,,7,77,690,7.7,13,,,13,0,0,12,0,,,,,,,1.7,,,1.7,,,,,,,/en/squads/c1e40422/2006/Germany-Men-Stats
INT-World Cup,2006,Ghana,18,24.1,,4,44,360,4.0,4,,,3,1,1,17,0,,,,,,,1.0,,,0.75,,,,,,,/en/squads/9349828d/2006/Ghana-Men-Stats
INT-World Cup,2006,IR Iran,17,27.1,,3,34,270,3.0,2,,,2,0,0,8,0,,,,,,,0.67,,,0.67,,,,,,,/en/squads/6a08f71e/2006/IR-Iran-Men-Stats
INT-World Cup,2006,Italy,21,28.5,,7,78,690,7.7,10,,,9,1,1,11,1,,,,,,,1.3,,,1.17,,,,,,,/en/squads/998c5958/2006/Italy-Men-Stats
INT-World Cup,2006,Japan,20,27.7,,3,33,270,3.0,2,,,2,0,0,7,0,,,,,,,0.67,,,0.67,,,,,,,/en/squads/ffcf1690/2006/Japan-Men-Stats
INT-World Cup,2006,Korea Republic,17,27.2,,3,33,270,3.0,3,,,3,0,0,9,0,,,,,,,1.0,,,1.0,,,,,,,/en/squads/473f0fbf/2006/Korea-Republic-Men-Stats
INT-World Cup,2006,Mexico,19,27.3,,4,44,390,4.3,5,,,5,0,0,12,1,,,,,,,1.15,,,1.15,,,,,,,/en/squads/b009a548/2006/Mexico-Men-Stats
INT-World Cup,2006,Netherlands,20,27.6,,4,44,360,4.0,3,,,3,0,0,16,2,,,,,,,0.75,,,0.75,,,,,,,/en/squads/5bb5024a/2006/Netherlands-Men-Stats
INT-World Cup,2006,Paraguay,19,28.1,,3,33,270,3.0,1,,,1,0,0,8,0,,,,,,,0.33,,,0.33,,,,,,,/en/squads/d2043442/2006/Paraguay-Men-Stats
INT-World Cup,2006,Poland,18,28.4,,3,33,270,3.0,2,,,2,0,0,10,1,,,,,,,0.67,,,0.67,,,,,,,/en/squads/8912dcf0/2006/Poland-Men-Stats
INT-World Cup,2006,Portugal,21,28.3,,7,77,660,7.3,7,,,5,2,2,24,2,,,,,,,0.95,,,0.68,,,,,,,/en/squads/4a1b4ea8/2006/Portugal-Men-Stats
INT-World Cup,2006,Saudi Arabia,17,27.1,,3,33,270,3.0,1,,,1,0,0,5,0,,,,,,,0.33,,,0.33,,,,,,,/en/squads/6e84edac/2006/Saudi-Arabia-Men-Stats
INT-World Cup,2006,Serbia & Montenegro,18,28.8,,3,33,270,3.0,3,,,3,0,0,12,2,,,,,,,1.0,,,1.0,,,,,,,/en/squads/1d6f5c9b/2006/Serbia-and-Montenegro-Men-Stats
INT-World Cup,2006,Spain,22,25.4,,4,44,360,4.0,9,,,6,3,3,6,0,,,,,,,2.25,,,1.5,,,,,,,/en/squads/b561dd30/2006/Spain-Men-Stats
INT-World Cup,2006,Sweden,18,29.1,,4,44,360,4.0,3,,,3,0,0,10,1,,,,,,,0.75,,,0.75,,,,,,,/en/squads/296f69e7/2006/Sweden-Men-Stats
INT-World Cup,2006,Switzerland,19,26.7,,4,44,390,4.3,4,,,4,0,0,11,0,,,,,,,0.92,,,0.92,,,,,,,/en/squads/81021a70/2006/Switzerland-Men-Stats
INT-World Cup,2006,Togo,18,25.0,,3,33,270,3.0,1,,,1,0,0,11,1,,,,,,,0.33,,,0.33,,,,,,,/en/squads/3ea29ae7/2006/Togo-Men-Stats
INT-World Cup,2006,Trin & Tobago,17,28.6,,3,33,270,3.0,0,,,0,0,0,10,1,,,,,,,0.0,,,0.0,,,,,,,/en/squads/2df92663/2006/Trinidad-and-Tobago-Men-Stats
INT-World Cup,2006,Tunisia,19,28.3,,3,33,270,3.0,3,,,3,0,0,14,1,,,,,,,1.0,,,1.0,,,,,,,/en/squads/a7c7562a/2006/Tunisia-Men-Stats
INT-World Cup,2006,Ukraine,18,27.7,,5,55,480,5.3,5,,,4,1,1,12,1,,,,,,,0.94,,,0.75,,,,,,,/en/squads/afa29a3e/2006/Ukraine-Men-Stats
INT-World Cup,2006,United States,18,28.2,,3,33,270,3.0,1,,,1,0,0,5,2,,,,,,,0.33,,,0.33,,,,,,,/en/squads/0f66725b/2006/United-States-Men-Stats
INT-World Cup,2010,Algeria,18,25.9,,3,33,270,3.0,0,0,0,0,0,0,8,2,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,/en/squads/1e2dba57/2010/Algeria-Men-Stats
INT-World Cup,2010,Argentina,20,26.2,,5,55,450,5.0,9,0,9,9,0,0,7,0,,,,,,,1.8,0.0,1.8,1.8,1.8,,,,,,/en/squads/f9fddd6e/2010/Argentina-Men-Stats
INT-World Cup,2010,Australia,19,30.1,,3,33,270,3.0,3,0,3,3,0,0,7,2,,,,,,,1.0,0.0,1.0,1.0,1.0,,,,,,/en/squads/b90bf4f9/2010/Australia-Men-Stats
INT-World Cup,2010,Brazil,19,28.9,,5,55,450,5.0,9,0,9,9,0,0,9,1,,,,,,,1.8,0.0,1.8,1.8,1.8,,,,,,/en/squads/304635c3/2010/Brazil-Men-Stats
INT-World Cup,2010,Cameroon,20,26.1,,3,33,270,3.0,2,0,2,1,1,1,5,0,,,,,,,0.67,0.0,0.67,0.33,0.33,,,,,,/en/squads/896550da/2010/Cameroon-Men-Stats
INT-World Cup,2010,Chile,20,24.8,,4,44,360,4.0,3,0,3,3,0,0,15,1,,,,,,,0.75,0.0,0.75,0.75,0.75,,,,,,/en/squads/7fd9c2a2/2010/Chile-Men-Stats
INT-World Cup,2010,Côte d'Ivoire,16,27.5,,3,33,270,3.0,4,0,4,4,0,0,4,0,,,,,,,1.33,0.0,1.33,1.33,1.33,,,,,,/en/squads/24772b12/2010/Cote-dIvoire-Men-Stats
INT-World Cup,2010,Denmark,19,28.4,,3,33,270,3.0,3,0,3,3,0,0,6,0,,,,,,,1.0,0.0,1.0,1.0,1.0,,,,,,/en/squads/29a4e4af/2010/Denmark-Men-Stats
INT-World Cup,2010,England,19,29.1,,4,44,360,4.0,3,0,3,3,0,0,5,0,,,,,,,0.75,0.0,0.75,0.75,0.75,,,,,,/en/squads/1862c019/2010/England-Men-Stats
INT-World Cup,2010,France,19,27.5,,3,33,270,3.0,1,0,1,1,0,0,6,1,,,,,,,0.33,0.0,0.33,0.33,0.33,,,,,,/en/squads/b1b36dcd/2010/France-Men-Stats
INT-World Cup,2010,Germany,22,25.0,,7,77,630,7.0,16,0,16,16,0,0,11,1,,,,,,,2.29,0.0,2.29,2.29,2.29,,,,,,/en/squads/c1e40422/2010/Germany-Men-Stats
INT-World Cup,2010,Ghana,19,25.1,,5,55,510,5.7,5,0,5,3,2,2,11,0,,,,,,,0.88,0.0,0.88,0.53,0.53,,,,,,/en/squads/9349828d/2010/Ghana-Men-Stats
INT-World Cup,2010,Greece,19,27.5,,3,33,270,3.0,2,0,2,2,0,0,5,0,,,,,,,0.67,0.0,0.67,0.67,0.67,,,,,,/en/squads/811d90a4/2010/Greece-Men-Stats
INT-World Cup,2010,Honduras,19,27.9,,3,33,270,3.0,0,0,0,0,0,0,7,0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,/en/squads/a1f66233/2010/Honduras-Men-Stats
INT-World Cup,2010,Italy,19,28.5,,3,33,270,3.0,4,0,4,3,1,1,5,0,,,,,,,1.33,0.0,1.33,1.0,1.0,,,,,,/en/squads/998c5958/2010/Italy-Men-Stats
INT-World Cup,2010,Japan,18,27.6,,4,44,390,4.3,4,0,4,4,0,0,7,0,,,,,,,0.92,0.0,0.92,0.92,0.92,,,,,,/en/squads/ffcf1690/2010/Japan-Men-Stats
INT-World Cup,2010,Korea DPR,15,26.5,,3,35,270,3.0,1,0,1,1,0,0,2,0,,,,,,,0.33,0.0,0.33,0.33,0.33,,,,,,/en/squads/42c4106c/2010/Korea-DPR-Men-Stats
INT-World Cup,2010,Korea Republic,17,26.9,,4,44,360,4.0,6,0,6,6,0,0,6,0,,,,,,,1.5,0.0,1.5,1.5,1.5,,,,,,/en/squads/473f0fbf/2010/Korea-Republic-Men-Stats
INT-World Cup,2010,Mexico,18,28.2,,4,44,360,4.0,4,0,4,3,1,1,9,0,,,,,,,1.0,0.0,1.0,0.75,0.75,,,,,,/en/squads/b009a548/2010/Mexico-Men-Stats
INT-World Cup,2010,Netherlands,19,28.0,,7,77,660,7.3,11,0,11,11,0,0,24,1,,,,,,,1.5,0.0,1.5,1.5,1.5,,,,,,/en/squads/5bb5024a/2010/Netherlands-Men-Stats
INT-World Cup,2010,New Zealand,15,28.5,,3,33,270,3.0,2,0,2,2,0,0,6,0,,,,,,,0.67,0.0,0.67,0.67,0.67,,,,,,/en/squads/259855f0/2010/New-Zealand-Men-Stats
INT-World Cup,2010,Nigeria,18,26.4,,3,33,270,3.0,3,0,3,2,1,1,5,0,,,,,,,1.0,0.0,1.0,0.67,0.67,,,,,,/en/squads/10abc743/2010/Nigeria-Men-Stats
INT-World Cup,2010,Paraguay,20,28.9,,5,55,480,5.3,3,0,3,3,0,0,9,0,,,,,,,0.56,0.0,0.56,0.56,0.56,,,,,,/en/squads/d2043442/2010/Paraguay-Men-Stats
INT-World Cup,2010,Portugal,20,27.9,,4,44,360,4.0,7,0,7,7,0,0,8,1,,,,,,,1.75,0.0,1.75,1.75,1.75,,,,,,/en/squads/4a1b4ea8/2010/Portugal-Men-Stats
INT-World Cup,2010,Serbia,19,26.7,,3,33,270,3.0,2,0,2,2,0,0,9,1,,,,,,,0.67,0.0,0.67,0.67,0.67,,,,,,/en/squads/1d6f5c9b/2010/Serbia-Men-Stats
INT-World Cup,2010,Slovakia,21,25.8,,4,44,360,4.0,5,0,5,4,1,1,10,0,,,,,,,1.25,0.0,1.25,1.0,1.0,,,,,,/en/squads/66cff10b/2010/Slovakia-Men-Stats
