,,,players_used,Age,Poss,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,url
INT-World Cup,2010,Slovenia,15,26.8,,3,33,270,3.0,3,0,3,3,0,0,8,0,,,,,,,1.0,0.0,1.0,1.0,1.0,,,,,,/en/squads/6b9f868f/2010/Slovenia-Men-Stats
INT-World Cup,2010,South Africa,19,26.1,,3,33,270,3.0,3,0,3,3,0,0,5,0,,,,,,,1.0,0.0,1.0,1.0,1.0,,,,,,/en/squads/506f1741/2010/South-Africa-Men-Stats
INT-World Cup,2010,Spain,20,26.9,,7,77,660,7.3,8,1,9,8,0,0,8,0,,,,,,,1.09,0.14,1.23,1.09,1.23,,,,,,/en/squads/b561dd30/2010/Spain-Men-Stats
INT-World Cup,2010,Switzerland,18,27.1,,3,33,270,3.0,1,0,1,1,0,0,8,0,,,,,,,0.33,0.0,0.33,0.33,0.33,,,,,,/en/squads/81021a70/2010/Switzerland-Men-Stats
INT-World Cup,2010,United States,19,27.1,,4,44,390,4.3,5,0,5,4,1,1,9,0,,,,,,,1.15,0.0,1.15,0.92,0.92,,,,,,/en/squads/0f66725b/2010/United-States-Men-Stats
INT-World Cup,2010,Uruguay,21,26.3,,7,77,660,7.3,11,0,11,10,1,1,11,1,,,,,,,1.5,0.0,1.5,1.36,1.36,,,,,,/en/squads/870e020f/2010/Uruguay-Men-Stats
INT-World Cup,2014,Algeria,20,25.9,39.5,4,44,390,4.3,7,6,13,6,1,1,6,0,,,,,,,1.62,1.38,3.0,1.38,2.77,,,,,,/en/squads/1e2dba57/2014/Algeria-Men-Stats
INT-World Cup,2014,Argentina,20,27.6,54.4,7,77,720,8.0,7,3,10,7,0,0,8,0,,,,,,,0.87,0.37,1.25,0.87,1.25,,,,,,/en/squads/f9fddd6e/2014/Argentina-Men-Stats
INT-World Cup,2014,Australia,17,26.2,43.7,3,33,270,3.0,3,2,5,2,1,1,6,0,,,,,,,1.0,0.67,1.67,0.67,1.33,,,,,,/en/squads/b90bf4f9/2014/Australia-Men-Stats
INT-World Cup,2014,Belgium,20,25.6,52.6,5,55,480,5.3,6,4,10,6,0,0,7,0,,,,,,,1.13,0.75,1.87,1.13,1.87,,,,,,/en/squads/361422b9/2014/Belgium-Men-Stats
INT-World Cup,2014,Bosnia & Herz'na,20,26.5,53.7,3,33,270,3.0,4,2,6,4,0,0,3,0,,,,,,,1.33,0.67,2.0,1.33,2.0,,,,,,/en/squads/6c5ef1c3/2014/Bosnia-and-Herzegovina-Men-Stats
INT-World Cup,2014,Brazil,21,27.6,53.4,7,77,660,7.3,11,9,20,10,1,1,14,0,,,,,,,1.5,1.23,2.73,1.36,2.59,,,,,,/en/squads/304635c3/2014/Brazil-Men-Stats
INT-World Cup,2014,Cameroon,20,26.8,44.3,3,33,270,3.0,1,1,2,1,0,0,4,1,,,,,,,0.33,0.33,0.67,0.33,0.67,,,,,,/en/squads/896550da/2014/Cameroon-Men-Stats
INT-World Cup,2014,Chile,17,26.7,55.3,4,44,390,4.3,6,3,9,6,0,0,7,0,,,,,,,1.38,0.69,2.08,1.38,2.08,,,,,,/en/squads/7fd9c2a2/2014/Chile-Men-Stats
INT-World Cup,2014,Colombia,22,27.2,47.6,5,55,450,5.0,12,10,22,10,2,2,5,0,,,,,,,2.4,2.0,4.4,2.0,4.0,,,,,,/en/squads/ab73cfe5/2014/Colombia-Men-Stats
INT-World Cup,2014,Costa Rica,18,26.8,42.8,5,55,510,5.7,5,4,9,5,0,0,12,1,,,,,,,0.88,0.71,1.59,0.88,1.59,,,,,,/en/squads/1ea5ab66/2014/Costa-Rica-Men-Stats
INT-World Cup,2014,Croatia,17,28.2,49.3,3,33,270,3.0,5,3,8,5,0,0,4,1,,,,,,,1.67,1.0,2.67,1.67,2.67,,,,,,/en/squads/7b08e376/2014/Croatia-Men-Stats
INT-World Cup,2014,Côte d'Ivoire,19,29.1,55.3,3,33,270,3.0,4,3,7,4,0,0,7,0,,,,,,,1.33,1.0,2.33,1.33,2.33,,,,,,/en/squads/24772b12/2014/Cote-dIvoire-Men-Stats
INT-World Cup,2014,Ecuador,17,27.6,45.0,3,33,270,3.0,3,2,5,3,0,0,5,1,,,,,,,1.0,0.67,1.67,1.0,1.67,,,,,,/en/squads/123acaf8/2014/Ecuador-Men-Stats
INT-World Cup,2014,England,21,26.5,54.3,3,33,270,3.0,2,2,4,2,0,0,4,0,,,,,,,0.67,0.67,1.33,0.67,1.33,,,,,,/en/squads/1862c019/2014/England-Men-Stats
INT-World Cup,2014,France,19,26.2,53.0,5,55,450,5.0,8,6,14,7,1,2,5,0,,,,,,,1.6,1.2,2.8,1.4,2.6,,,,,,/en/squads/b1b36dcd/2014/France-Men-Stats
INT-World Cup,2014,Germany,18,26.6,57.9,7,77,690,7.7,18,12,30,17,1,1,6,0,,,,,,,2.35,1.57,3.91,2.22,3.78,,,,,,/en/squads/c1e40422/2014/Germany-Men-Stats
INT-World Cup,2014,Ghana,20,25.4,48.7,3,33,270,3.0,4,4,8,4,0,0,6,0,,,,,,,1.33,1.33,2.67,1.33,2.67,,,,,,/en/squads/9349828d/2014/Ghana-Men-Stats
INT-World Cup,2014,Greece,17,28.5,47.3,4,44,390,4.3,3,1,4,2,1,1,8,1,,,,,,,0.69,0.23,0.92,0.46,0.69,,,,,,/en/squads/811d90a4/2014/Greece-Men-Stats
INT-World Cup,2014,Honduras,18,29.2,49.0,3,33,270,3.0,1,0,1,1,0,0,7,1,,,,,,,0.33,0.0,0.33,0.33,0.33,,,,,,/en/squads/a1f66233/2014/Honduras-Men-Stats
INT-World Cup,2014,IR Iran,15,29.0,35.0,3,33,270,3.0,1,1,2,1,0,0,4,0,,,,,,,0.33,0.33,0.67,0.33,0.67,,,,,,/en/squads/6a08f71e/2014/IR-Iran-Men-Stats
INT-World Cup,2014,Italy,21,28.5,55.0,3,33,270,3.0,2,2,4,2,0,0,3,1,,,,,,,0.67,0.67,1.33,0.67,1.33,,,,,,/en/squads/998c5958/2014/Italy-Men-Stats
INT-World Cup,2014,Japan,17,27.7,55.7,3,33,270,3.0,2,2,4,2,0,0,4,0,,,,,,,0.67,0.67,1.33,0.67,1.33,,,,,,/en/squads/ffcf1690/2014/Japan-Men-Stats
INT-World Cup,2014,Korea Republic,17,25.1,52.3,3,33,270,3.0,3,3,6,3,0,0,6,0,,,,,,,1.0,1.0,2.0,1.0,2.0,,,,,,/en/squads/473f0fbf/2014/Korea-Republic-Men-Stats
INT-World Cup,2014,Mexico,18,28.0,49.8,4,44,360,4.0,5,3,8,5,0,0,8,0,,,,,,,1.25,0.75,2.0,1.25,2.0,,,,,,/en/squads/b009a548/2014/Mexico-Men-Stats
INT-World Cup,2014,Netherlands,23,26.6,49.3,7,77,690,7.7,15,10,25,13,2,2,11,0,,,,,,,1.96,1.3,3.26,1.7,3.0,,,,,,/en/squads/5bb5024a/2014/Netherlands-Men-Stats
INT-World Cup,2014,Nigeria,19,25.8,50.8,4,44,360,4.0,3,3,6,3,0,0,3,0,,,,,,,0.75,0.75,1.5,0.75,1.5,,,,,,/en/squads/10abc743/2014/Nigeria-Men-Stats
INT-World Cup,2014,Portugal,21,28.7,50.7,3,33,270,3.0,3,1,4,3,0,0,2,1,,,,,,,1.0,0.33,1.33,1.0,1.33,,,,,,/en/squads/4a1b4ea8/2014/Portugal-Men-Stats
INT-World Cup,2014,Russia,16,28.1,49.3,3,33,270,3.0,2,2,4,2,0,0,4,0,,,,,,,0.67,0.67,1.33,0.67,1.33,,,,,,/en/squads/21ced9fe/2014/Russia-Men-Stats
INT-World Cup,2014,Spain,22,28.0,56.0,3,33,270,3.0,4,3,7,3,1,1,3,0,,,,,,,1.33,1.0,2.33,1.0,2.0,,,,,,/en/squads/b561dd30/2014/Spain-Men-Stats
INT-World Cup,2014,Switzerland,18,25.7,47.8,4,44,390,4.3,7,6,13,7,0,0,3,0,,,,,,,1.62,1.38,3.0,1.62,3.0,,,,,,/en/squads/81021a70/2014/Switzerland-Men-Stats
INT-World Cup,2014,United States,19,29.0,44.8,4,44,390,4.3,5,4,9,5,0,0,4,0,,,,,,,1.15,0.92,2.08,1.15,2.08,,,,,,/en/squads/0f66725b/2014/United-States-Men-Stats
INT-World Cup,2014,Uruguay,20,27.8,45.8,4,44,360,4.0,4,2,6,3,1,1,9,0,,,,,,,1.0,0.5,1.5,0.75,1.25,,,,,,/en/squads/870e020f/2014/Uruguay-Men-Stats
INT-World Cup,2018,Argentina,20,29.6,65.3,4,44,360,4.0,6,6,12,6,0,1,11,0,4.8,4.0,3.1,7.0,96,201,1.5,1.5,3.0,1.5,3.0,1.19,0.77,1.96,0.99,1.76,/en/squads/f9fddd6e/2018/Argentina-Men-Stats
INT-World Cup,2018,Australia,15,27.7,52.0,3,33,270,3.0,2,0,2,0,2,2,7,0,3.3,1.7,1.4,3.2,45,129,0.67,0.0,0.67,0.0,0.0,1.09,0.48,1.57,0.58,1.06,/en/squads/b90bf4f9/2018/Australia-Men-Stats
INT-World Cup,2018,Belgium,21,27.7,52.9,7,77,630,7.0,15,12,27,14,1,1,11,0,11.8,11.1,8.8,19.9,176,299,2.14,1.71,3.86,2.0,3.71,1.69,1.26,2.95,1.58,2.84,/en/squads/361422b9/2018/Belgium-Men-Stats
INT-World Cup,2018,Brazil,18,28.2,58.0,5,55,450,5.0,8,7,15,8,0,0,7,0,9.8,9.8,7.9,17.8,167,245,1.6,1.4,3.0,1.6,3.0,1.97,1.59,3.55,1.97,3.55,/en/squads/304635c3/2018/Brazil-Men-Stats
INT-World Cup,2018,Colombia,20,26.8,50.5,4,44,390,4.3,6,5,11,6,0,0,9,1,3.8,3.8,3.2,7.0,55,140,1.38,1.15,2.54,1.38,2.54,0.87,0.75,1.61,0.87,1.61,/en/squads/ab73cfe5/2018/Colombia-Men-Stats
INT-World Cup,2018,Costa Rica,20,29.9,39.7,3,33,270,3.0,1,1,2,1,0,1,6,0,2.6,1.8,1.6,3.4,28,86,0.33,0.33,0.67,0.33,0.67,0.87,0.53,1.39,0.6,1.13,/en/squads/1ea5ab66/2018/Costa-Rica-Men-Stats
INT-World Cup,2018,Croatia,21,28.8,56.7,7,77,720,8.0,13,8,21,12,1,2,15,0,9.0,7.5,5.2,12.7,176,329,1.62,1.0,2.62,1.5,2.5,1.13,0.66,1.78,0.93,1.59,/en/squads/7b08e376/2018/Croatia-Men-Stats
INT-World Cup,2018,Denmark,20,26.9,43.0,4,44,390,4.3,3,3,6,3,0,0,6,0,2.4,2.4,1.9,4.4,36,138,0.69,0.69,1.38,0.69,1.38,0.56,0.45,1.01,0.56,1.01,/en/squads/29a4e4af/2018/Denmark-Men-Stats
INT-World Cup,2018,Egypt,16,28.9,43.0,3,33,270,3.0,2,1,3,1,1,1,5,0,2.5,1.7,1.4,3.1,51,93,0.67,0.33,1.0,0.33,0.67,0.84,0.47,1.31,0.57,1.05,/en/squads/b8889750/2018/Egypt-Men-Stats
INT-World Cup,2018,England,21,25.5,54.1,7,77,690,7.7,12,6,18,9,3,3,8,0,9.7,7.4,5.8,13.2,132,251,1.57,0.78,2.35,1.17,1.96,1.26,0.76,2.02,0.96,1.72,/en/squads/1862c019/2018/England-Men-Stats
INT-World Cup,2018,France,21,25.5,48.3,7,77,630,7.0,12,6,18,9,3,3,12,0,8.0,5.6,3.7,9.3,99,268,1.71,0.86,2.57,1.29,2.14,1.14,0.52,1.67,0.81,1.33,/en/squads/b1b36dcd/2018/France-Men-Stats
INT-World Cup,2018,Germany,20,27.2,71.7,3,33,270,3.0,2,2,4,2,0,0,4,1,5.5,5.5,4.6,10.2,98,298,0.67,0.67,1.33,0.67,1.33,1.85,1.54,3.39,1.85,3.39,/en/squads/c1e40422/2018/Germany-Men-Stats
INT-World Cup,2018,IR Iran,16,26.2,28.0,3,33,270,3.0,1,0,1,0,1,1,7,0,3.2,2.4,1.6,4.0,21,52,0.33,0.0,0.33,0.0,0.0,1.05,0.53,1.58,0.79,1.32,/en/squads/6a08f71e/2018/IR-Iran-Men-Stats
INT-World Cup,2018,Iceland,18,30.0,33.7,3,33,270,3.0,2,0,2,1,1,2,3,0,4.4,2.9,1.7,4.6,32,98,0.67,0.0,0.67,0.33,0.33,1.48,0.58,2.06,0.96,1.53,/en/squads/f51a42e5/2018/Iceland-Men-Stats
INT-World Cup,2018,Japan,18,29.2,53.0,4,44,360,4.0,6,5,11,5,1,1,5,0,4.2,3.7,2.9,6.6,56,133,1.5,1.25,2.75,1.25,2.5,1.04,0.72,1.76,0.93,1.66,/en/squads/ffcf1690/2018/Japan-Men-Stats
INT-World Cup,2018,Korea Republic,19,27.1,37.3,3,33,270,3.0,3,2,5,3,0,0,10,0,2.8,2.8,1.8,4.6,50,72,1.0,0.67,1.67,1.0,1.67,0.92,0.59,1.52,0.92,1.52,/en/squads/473f0fbf/2018/Korea-Republic-Men-Stats
INT-World Cup,2018,Mexico,19,27.8,52.5,4,44,360,4.0,3,2,5,2,1,1,9,0,5.0,4.2,3.2,7.4,93,164,0.75,0.5,1.25,0.5,1.0,1.26,0.8,2.06,1.06,1.86,/en/squads/b009a548/2018/Mexico-Men-Stats
INT-World Cup,2018,Morocco,19,28.6,48.7,3,33,270,3.0,2,1,3,2,0,0,8,0,2.6,2.6,1.8,4.4,56,93,0.67,0.33,1.0,0.67,1.0,0.88,0.6,1.48,0.88,1.48,/en/squads/af41ccda/2018/Morocco-Men-Stats
INT-World Cup,2018,Nigeria,16,24.8,46.7,3,33,270,3.0,3,2,5,2,1,1,4,0,2.9,2.1,1.4,3.5,43,96,1.0,0.67,1.67,0.67,1.33,0.95,0.48,1.43,0.69,1.17,/en/squads/10abc743/2018/Nigeria-Men-Stats
INT-World Cup,2018,Panama,20,28.3,37.0,3,33,270,3.0,1,1,2,1,0,0,11,0,2.2,2.2,1.7,4.0,32,67,0.33,0.33,0.67,0.33,0.67,0.75,0.58,1.33,0.75,1.33,/en/squads/6061a82d/2018/Panama-Men-Stats
INT-World Cup,2018,Peru,17,27.5,50.7,3,33,270,3.0,2,1,3,2,0,1,5,0,2.3,1.5,1.3,2.8,58,107,0.67,0.33,1.0,0.67,1.0,0.76,0.44,1.2,0.5,0.93,/en/squads/f711c854/2018/Peru-Men-Stats
INT-World Cup,2018,Poland,21,27.6,50.7,3,33,270,3.0,2,2,4,2,0,0,3,0,3.3,3.3,2.7,6.0,33,106,0.67,0.67,1.33,0.67,1.33,1.11,0.89,2.0,1.11,2.0,/en/squads/8912dcf0/2018/Poland-Men-Stats
INT-World Cup,2018,Portugal,18,28.3,54.8,4,44,360,4.0,6,4,10,5,1,2,7,0,4.5,2.9,2.3,5.2,92,178,1.5,1.0,2.5,1.25,2.25,1.12,0.58,1.7,0.72,1.3,/en/squads/4a1b4ea8/2018/Portugal-Men-Stats
INT-World Cup,2018,Russia,19,28.8,38.0,5,55,510,5.7,10,8,18,9,1,1,8,1,4.6,3.8,3.4,7.2,87,160,1.76,1.41,3.18,1.59,3.0,0.81,0.61,1.41,0.67,1.27,/en/squads/21ced9fe/2018/Russia-Men-Stats
INT-World Cup,2018,Saudi Arabia,20,28.1,59.0,3,33,270,3.0,2,1,3,1,1,2,1,0,3.1,1.5,1.2,2.7,59,130,0.67,0.33,1.0,0.33,0.67,1.04,0.39,1.43,0.51,0.9,/en/squads/6e84edac/2018/Saudi-Arabia-Men-Stats
INT-World Cup,2018,Senegal,18,26.0,41.3,3,33,270,3.0,3,1,4,3,0,0,6,0,3.0,3.0,1.4,4.4,55,86,1.0,0.33,1.33,1.0,1.33,0.99,0.47,1.46,0.99,1.46,/en/squads/9ab5c684/2018/Senegal-Men-Stats
INT-World Cup,2018,Serbia,18,27.9,42.7,3,33,270,3.0,2,1,3,2,0,0,9,0,3.2,3.2,2.7,5.9,61,136,0.67,0.33,1.0,0.67,1.0,1.07,0.91,1.98,1.07,1.98,/en/squads/1d6f5c9b/2018/Serbia-Men-Stats
INT-World Cup,2018,Spain,17,28.9,74.0,4,44,390,4.3,6,3,9,6,0,0,2,0,7.6,7.6,5.3,12.9,109,271,1.38,0.69,2.08,1.38,2.08,1.75,1.23,2.98,1.75,2.98,/en/squads/b561dd30/2018/Spain-Men-Stats
INT-World Cup,2018,Sweden,19,28.5,38.0,5,55,450,5.0,5,3,8,3,2,2,8,0,6.6,5.0,4.4,9.4,56,127,1.0,0.6,1.6,0.6,1.2,1.31,0.88,2.2,1.0,1.88,/en/squads/296f69e7/2018/Sweden-Men-Stats
INT-World Cup,2018,Switzerland,17,27.4,59.3,4,44,360,4.0,5,4,9,5,0,0,9,0,4.8,4.8,3.9,8.7,70,185,1.25,1.0,2.25,1.25,2.25,1.21,0.97,2.18,1.21,2.18,/en/squads/81021a70/2018/Switzerland-Men-Stats
INT-World Cup,2018,Tunisia,23,26.2,52.7,3,33,270,3.0,5,4,9,4,1,1,4,0,4.3,3.5,3.0,6.5,45,106,1.67,1.33,3.0,1.33,2.67,1.42,1.0,2.42,1.16,2.15,/en/squads/a7c7562a/2018/Tunisia-Men-Stats
INT-World Cup,2018,Uruguay,19,27.6,46.8,5,55,450,5.0,6,4,10,6,0,0,3,0,5.9,5.9,3.9,9.8,78,178,1.2,0.8,2.0,1.2,2.0,1.18,0.77,1.96,1.18,1.96,/en/squads/870e020f/2018/Uruguay-Men-Stats
INT-World Cup,2022,Argentina,24,27.5,57.4,7,77,690,7.7,15,8,23,11,4,5,19,0,15.1,11.3,7.7,19.0,164,310,1.96,1.04,3.0,1.43,2.48,1.96,1.0,2.97,1.47,2.48,/en/squads/f9fddd6e/2022/Argentina-Men-Stats
INT-World Cup,2022,Australia,20,27.8,37.8,4,44,360,4.0,3,3,6,3,0,0,7,0,2.3,2.3,1.9,4.2,39,102,0.75,0.75,1.5,0.75,1.5,0.58,0.48,1.06,0.58,1.06,/en/squads/b90bf4f9/2022/Australia-Men-Stats
INT-World Cup,2022,Belgium,20,29.7,57.0,3,33,270,3.0,1,1,2,1,0,0,5,0,4.7,4.7,3.8,8.5,47,131,0.33,0.33,0.67,0.33,0.67,1.57,1.27,2.85,1.57,2.85,/en/squads/361422b9/2022/Belgium-Men-Stats
INT-World Cup,2022,Brazil,26,27.6,56.2,5,55,480,5.3,8,6,14,7,1,1,6,0,12.0,11.2,8.2,19.4,115,267,1.5,1.13,2.62,1.31,2.44,2.24,1.54,3.79,2.09,3.64,/en/squads/304635c3/2022/Brazil-Men-Stats
INT-World Cup,2022,Cameroon,22,27.2,41.7,3,33,270,3.0,4,4,8,4,0,0,8,1,3.4,3.4,2.0,5.4,49,90,1.33,1.33,2.67,1.33,2.67,1.14,0.66,1.8,1.14,1.8,/en/squads/896550da/2022/Cameroon-Men-Stats
INT-World Cup,2022,Canada,19,27.3,52.0,3,33,270,3.0,1,1,2,1,0,1,8,0,4.2,3.6,2.8,6.4,55,114,0.33,0.33,0.67,0.33,0.67,1.41,0.95,2.35,1.18,2.13,/en/squads/9c6d90a0/2022/Canada-Men-Stats
INT-World Cup,2022,Costa Rica,22,29.7,31.3,3,33,270,3.0,3,1,4,3,0,0,6,0,1.4,1.4,0.6,2.0,21,51,1.0,0.33,1.33,1.0,1.33,0.48,0.2,0.68,0.48,0.68,/en/squads/1ea5ab66/2022/Costa-Rica-Men-Stats
INT-World Cup,2022,Croatia,21,28.3,54.3,7,77,690,7.7,8,8,16,8,0,0,8,0,7.0,7.0,5.6,12.6,173,348,1.04,1.04,2.09,1.04,2.09,0.91,0.74,1.65,0.91,1.65,/en/squads/7b08e376/2022/Croatia-Men-Stats
INT-World Cup,2022,Denmark,20,26.6,60.0,3,33,270,3.0,1,1,2,1,0,0,5,0,2.7,2.7,1.8,4.5,47,181,0.33,0.33,0.67,0.33,0.67,0.9,0.59,1.49,0.9,1.49,/en/squads/29a4e4af/2022/Denmark-Men-Stats
INT-World Cup,2022,Ecuador,18,24.9,53.3,3,33,270,3.0,4,2,6,3,1,1,3,0,3.7,2.9,1.8,4.7,31,74,1.33,0.67,2.0,1.0,1.67,1.24,0.6,1.84,0.98,1.58,/en/squads/123acaf8/2022/Ecuador-Men-Stats
INT-World Cup,2022,England,20,26.1,62.8,5,55,450,5.0,13,11,24,12,1,2,1,0,8.6,7.0,5.6,12.6,90,251,2.6,2.2,4.8,2.4,4.6,1.72,1.12,2.83,1.4,2.52,/en/squads/1862c019/2022/England-Men-Stats
INT-World Cup,2022,France,24,26.3,51.3,7,77,660,7.3,16,12,28,14,2,2,8,0,13.8,12.2,10.3,22.5,157,289,2.18,1.64,3.82,1.91,3.55,1.88,1.4,3.29,1.67,3.07,/en/squads/b1b36dcd/2022/France-Men-Stats
INT-World Cup,2022,Germany,20,27.3,59.3,3,33,270,3.0,6,5,11,5,1,1,3,0,10.1,9.3,7.5,16.8,67,180,2.0,1.67,3.67,1.67,3.33,3.35,2.5,5.85,3.09,5.59,/en/squads/c1e40422/2022/Germany-Men-Stats
INT-World Cup,2022,Ghana,20,25.5,42.0,3,33,270,3.0,5,2,7,5,0,1,8,0,4.1,3.4,1.7,5.1,43,76,1.67,0.67,2.33,1.67,2.33,1.38,0.57,1.95,1.13,1.7,/en/squads/9349828d/2022/Ghana-Men-Stats
INT-World Cup,2022,IR Iran,21,28.5,36.7,3,33,270,3.0,4,2,6,3,1,1,7,0,3.2,2.8,2.4,5.2,43,78,1.33,0.67,2.0,1.0,1.67,1.07,0.81,1.88,0.94,1.75,/en/squads/6a08f71e/2022/IR-Iran-Men-Stats
INT-World Cup,2022,Japan,22,28.0,35.8,4,44,390,4.3,5,4,9,5,0,0,6,0,5.0,5.0,3.5,8.5,56,119,1.15,0.92,2.08,1.15,2.08,1.15,0.81,1.96,1.15,1.96,/en/squads/ffcf1690/2022/Japan-Men-Stats
INT-World Cup,2022,Korea Republic,21,28.2,48.3,4,44,360,4.0,5,3,8,5,0,0,7,0,4.6,4.6,3.3,7.9,42,181,1.25,0.75,2.0,1.25,2.0,1.14,0.83,1.98,1.14,1.98,/en/squads/473f0fbf/2022/Korea-Republic-Men-Stats
INT-World Cup,2022,Mexico,21,28.2,54.0,3,33,270,3.0,2,1,3,2,0,0,7,0,3.3,3.3,2.7,6.0,52,121,0.67,0.33,1.0,0.67,1.0,1.09,0.9,1.99,1.09,1.99,/en/squads/b009a548/2022/Mexico-Men-Stats
INT-World Cup,2022,Morocco,25,26.3,39.0,7,77,660,7.3,6,4,10,6,0,0,9,1,6.6,6.6,4.6,11.2,103,170,0.82,0.55,1.36,0.82,1.36,0.9,0.63,1.53,0.9,1.53,/en/squads/af41ccda/2022/Morocco-Men-Stats
INT-World Cup,2022,Netherlands,21,26.8,53.0,5,55,480,5.3,10,8,18,10,0,0,12,1,4.6,4.6,2.9,7.5,82,193,1.87,1.5,3.38,1.87,3.38,0.86,0.54,1.41,0.86,1.41,/en/squads/5bb5024a/2022/Netherlands-Men-Stats
INT-World Cup,2022,Poland,21,27.8,37.3,4,44,360,4.0,3,1,4,2,1,2,7,0,4.5,2.9,1.8,4.7,41,84,0.75,0.25,1.0,0.5,0.75,1.14,0.44,1.58,0.74,1.18,/en/squads/8912dcf0/2022/Poland-Men-Stats
INT-World Cup,2022,Portugal,24,26.9,60.4,5,55,450,5.0,12,10,22,10,2,2,6,0,7.9,6.3,5.3,11.6,109,221,2.4,2.0,4.4,2.0,4.0,1.57,1.05,2.63,1.26,2.31,/en/squads/4a1b4ea8/2022/Portugal-Men-Stats
INT-World Cup,2022,Qatar,20,28.2,43.0,3,33,270,3.0,1,1,2,1,0,0,7,0,1.4,1.4,1.2,2.6,52,71,0.33,0.33,0.67,0.33,0.67,0.47,0.39,0.87,0.47,0.87,/en/squads/9b696ed1/2022/Qatar-Men-Stats
INT-World Cup,2022,Saudi Arabia,23,27.3,44.7,3,33,270,3.0,3,2,5,3,0,1,14,0,3.0,2.1,1.4,3.5,47,101,1.0,0.67,1.67,1.0,1.67,0.99,0.47,1.47,0.71,1.18,/en/squads/6e84edac/2022/Saudi-Arabia-Men-Stats
INT-World Cup,2022,Senegal,20,26.9,44.8,4,44,360,4.0,5,2,7,4,1,1,7,0,4.5,3.7,2.4,6.2,65,111,1.25,0.5,1.75,1.0,1.5,1.13,0.61,1.74,0.93,1.54,/en/squads/9ab5c684/2022/Senegal-Men-Stats
INT-World Cup,2022,Serbia,22,26.5,51.3,3,33,270,3.0,5,4,9,5,0,0,12,0,3.4,3.4,2.9,6.2,62,105,1.67,1.33,3.0,1.67,3.0,1.12,0.95,2.07,1.12,2.07,/en/squads/1d6f5c9b/2022/Serbia-Men-Stats
INT-World Cup,2022,Spain,21,25.5,75.8,4,44,390,4.3,9,5,14,8,1,1,2,0,6.2,5.4,4.0,9.4,93,270,2.08,1.15,3.23,1.85,3.0,1.42,0.92,2.34,1.24,2.16,/en/squads/b561dd30/2022/Spain-Men-Stats
INT-World Cup,2022,Switzerland,24,27.6,49.0,4,44,360,4.0,5,4,9,5,0,0,9,0,5.5,5.5,3.6,9.1,81,160,1.25,1.0,2.25,1.25,2.25,1.37,0.91,2.28,1.37,2.28,/en/squads/81021a70/2022/Switzerland-Men-Stats
INT-World Cup,2022,Tunisia,21,26.9,44.3,3,33,270,3.0,1,1,2,1,0,0,5,0,2.3,2.3,1.9,4.2,28,122,0.33,0.33,0.67,0.33,0.67,0.77,0.64,1.41,0.77,1.41,/en/squads/a7c7562a/2022/Tunisia-Men-Stats
INT-World Cup,2022,United States,20,24.5,53.0,4,44,360,4.0,3,3,6,3,0,0,5,0,4.1,4.1,3.5,7.6,106,173,0.75,0.75,1.5,0.75,1.5,1.01,0.87,1.89,1.01,1.89,/en/squads/0f66725b/2022/United-States-Men-Stats
INT-World Cup,2022,Uruguay,19,27.6,48.7,3,33,270,3.0,2,1,3,2,0,0,8,0,3.7,3.7,2.8,6.4,36,116,0.67,0.33,1.0,0.67,1.0,1.23,0.92,2.15,1.23,2.15,/en/squads/870e020f/2022/Uruguay-Men-Stats
INT-World Cup,2022,Wales,18,26.8,46.7,3,33,270,3.0,1,0,1,0,1,1,5,1,2.7,1.9,1.8,3.7,27,85,0.33,0.0,0.33,0.0,0.0,0.91,0.59,1.49,0.65,1.23,/en/squads/b1bbcad3/2022/Wales-Men-Stats
